"","stand","stand_group"
"109","CG2-20","AOS Printout"
"110","CG2-3","AOS Printout"
"111","CG2-3R","AOS Printout"
"112","CG2-4","AOS Printout"
"113","CG2-4R","AOS Printout"
"114","CG2-5","AOS Printout"
"115","CG2-6","AOS Printout"
"116","CG2-9","AOS Printout"
"117","CG3-1","AOS Printout"
"118","CG3-2","AOS Printout"
"119","CG3-2R","AOS Printout"
"120","CG4-1","AOS Printout"
"121","CG4-3","AOS Printout"
"122","CG4-5","AOS Printout"
"123","CG4-7","AOS Printout"
"124","CG4-9","AOS Printout"
"125","CG5-1","AOS Printout"
"126","CG5-10","AOS Printout"
"127","CG5-10R","AOS Printout"
"128","CG5-2","AOS Printout"
"129","CG5-3","AOS Printout"
"130","CG5-4","AOS Printout"
"131","CG5-5","AOS Printout"
"132","CG5-6","AOS Printout"
"133","CG5-7","AOS Printout"
"134","CG5-8","AOS Printout"
"135","CG5-9","AOS Printout"
"136","CG6-1","AOS Printout"
"137","CG6-2","AOS Printout"
"138","CG6-3","AOS Printout"
"139","CG6-4","AOS Printout"
"140","CG6-5","AOS Printout"
"141","CG6-6","AOS Printout"
"142","CG6-7","AOS Printout"
"143","CG6-8","AOS Printout"
"144","CG7-10","AOS Printout"
"145","CG7-11","AOS Printout"
"146","CG7-12","AOS Printout"
"147","CG7-1E","AOS Printout"
"148","CG7-1W","AOS Printout"
"149","CG7-2E","AOS Printout"
"150","CG7-2W","AOS Printout"
"151","CG7-3E","AOS Printout"
"152","CG7-3W","AOS Printout"
"153","CG7-4E","AOS Printout"
"154","CG7-4W","AOS Printout"
"155","CG7-5","AOS Printout"
"156","CG7-6","AOS Printout"
"157","CG7-7","AOS Printout"
"158","CG7-8","AOS Printout"
"159","CG7-9","AOS Printout"
"160","CG7-9R","AOS Printout"
"161","Cg2-20R","AOS Printout"
"162","N-16","AOS Printout"
"163","N-16A","AOS Printout"
"164","N-17","AOS Printout"
"165","S-1","AOS Printout"
"166","S-10","AOS Printout"
"167","S-10A","AOS Printout"
"168","S-10B","AOS Printout"
"169","S-11","AOS Printout"
"170","S-12","AOS Printout"
"171","S-15","AOS Printout"
"172","S-16","AOS Printout"
"173","S-1A","AOS Printout"
"174","S-1B","AOS Printout"
"175","S-2","AOS Printout"
"176","S-3","AOS Printout"
"177","S-3A","AOS Printout"
"178","S-4","AOS Printout"
"179","S-4A","AOS Printout"
"180","S-4B","AOS Printout"
"181","S-5","AOS Printout"
"182","S-6","AOS Printout"
"183","S-6A","AOS Printout"
"184","S-7","AOS Printout"
"185","S-7A","AOS Printout"
"186","S-8","AOS Printout"
"187","S-8A","AOS Printout"
"188","S-9","AOS Printout"
"189","S-9A","AOS Printout"
"190","S-9B","AOS Printout"
"191","AS-H1","AS Maintenance"
"192","AS-H12","AS Maintenance"
"193","AS-H2","AS Maintenance"
"194","AS-H3","AS Maintenance"
"195","AS-H4","AS Maintenance"
"196","AS-H5","AS Maintenance"
"197","AS-H6","AS Maintenance"
"198","AS-HA","AS Maintenance"
"199","AS-HB","AS Maintenance"
"200","AS-HC","AS Maintenance"
"201","AS-HD","AS Maintenance"
"202","AS-HE","AS Maintenance"
"203","AS-CG1","AS and CU"
"204","AS-CG2","AS and CU"
"205","AS-H1","AS and CU"
"206","AS-H12","AS and CU"
"207","AS-H2","AS and CU"
"208","AS-H3","AS and CU"
"209","AS-H4","AS and CU"
"210","AS-H5","AS and CU"
"211","AS-H6","AS and CU"
"212","AS-HA","AS and CU"
"213","AS-HB","AS and CU"
"214","AS-HC","AS and CU"
"215","AS-HD","AS and CU"
"216","AS-HE","AS and CU"
"217","B-11","AS and CU"
"218","B-15","AS and CU"
"219","C-10","AS and CU"
"220","C-11","AS and CU"
"221","C-12","AS and CU"
"222","C-14","AS and CU"
"223","C-15","AS and CU"
"224","C-16","AS and CU"
"225","C-16A","AS and CU"
"226","C-17","AS and CU"
"227","C-18","AS and CU"
"228","C-2","AS and CU"
"229","C-20","AS and CU"
"230","C-3","AS and CU"
"231","C-4","AS and CU"
"232","C-6","AS and CU"
"233","C-8","AS and CU"
"234","C-9","AS and CU"
"235","CG1-H1","AS and CU"
"236","CG1-H2","AS and CU"
"237","D-1","AS and CU"
"238","D-10","AS and CU"
"239","D-11","AS and CU"
"240","D-2","AS and CU"
"241","D-3","AS and CU"
"242","D-4","AS and CU"
"243","D-5","AS and CU"
"244","D-7","AS and CU"
"245","D-8","AS and CU"
"246","N-1","AS and CU"
"247","N-10","AS and CU"
"248","N-11","AS and CU"
"249","N-12","AS and CU"
"250","N-12A","AS and CU"
"251","N-12B","AS and CU"
"252","N-12C","AS and CU"
"253","N-12D","AS and CU"
"254","N-12E","AS and CU"
"255","N-13","AS and CU"
"256","N-14","AS and CU"
"257","N-15","AS and CU"
"258","N-16","AS and CU"
"259","N-17","AS and CU"
"260","N-18","AS and CU"
"261","N-19","AS and CU"
"262","N-2","AS and CU"
"263","N-20","AS and CU"
"264","N-3","AS and CU"
"265","N-3A","AS and CU"
"266","N-4","AS and CU"
"267","N-5","AS and CU"
"268","N-6","AS and CU"
"269","N-7","AS and CU"
"270","N-8","AS and CU"
"271","N-9","AS and CU"
"272","Q-1","AS and CU"
"273","Q-10","AS and CU"
"274","Q-11","AS and CU"
"275","Q-12","AS and CU"
"276","Q-13","AS and CU"
"277","Q-14","AS and CU"
"278","Q-15","AS and CU"
"279","Q-16","AS and CU"
"280","Q-17","AS and CU"
"281","Q-18","AS and CU"
"282","Q-2","AS and CU"
"283","Q-20","AS and CU"
"284","Q-21","AS and CU"
"285","Q-22","AS and CU"
"286","Q-23","AS and CU"
"287","Q-24","AS and CU"
"288","Q-3","AS and CU"
"289","Q-30","AS and CU"
"290","Q-31","AS and CU"
"291","Q-32","AS and CU"
"292","Q-33","AS and CU"
"293","Q-4","AS and CU"
"294","Q-40","AS and CU"
"295","Q-41","AS and CU"
"296","Q-42","AS and CU"
"297","Q-5","AS and CU"
"298","Q-6","AS and CU"
"299","Q-7","AS and CU"
"300","Q-8","AS and CU"
"301","Q-9","AS and CU"
"302","S-1","AS and CU"
"303","S-10","AS and CU"
"304","S-10A","AS and CU"
"305","S-10B","AS and CU"
"306","S-11","AS and CU"
"307","S-12","AS and CU"
"308","S-15","AS and CU"
"309","S-16","AS and CU"
"310","S-16A","AS and CU"
"311","S-1A","AS and CU"
"312","S-1B","AS and CU"
"313","S-2","AS and CU"
"314","S-3","AS and CU"
"315","S-3A","AS and CU"
"316","S-4","AS and CU"
"317","S-4A","AS and CU"
"318","S-4B","AS and CU"
"319","S-9","AS and CU"
"320","S-9A","AS and CU"
"321","S-9B","AS and CU"
"322","A-6","AS_ASSIGNED"
"323","A-6A","AS_ASSIGNED"
"324","AS-CG1","AS_ASSIGNED"
"325","AS-CG2","AS_ASSIGNED"
"326","AS-H1","AS_ASSIGNED"
"327","AS-H12","AS_ASSIGNED"
"328","AS-H2","AS_ASSIGNED"
"329","AS-H3","AS_ASSIGNED"
"330","AS-H4","AS_ASSIGNED"
"331","AS-H5","AS_ASSIGNED"
"332","AS-H6","AS_ASSIGNED"
"333","AS-HA","AS_ASSIGNED"
"334","AS-HB","AS_ASSIGNED"
"335","AS-HC","AS_ASSIGNED"
"336","AS-HD","AS_ASSIGNED"
"337","AS-HE","AS_ASSIGNED"
"338","C-10","AS_ASSIGNED"
"339","C-11","AS_ASSIGNED"
"340","C-12","AS_ASSIGNED"
"341","C-14","AS_ASSIGNED"
"342","C-15","AS_ASSIGNED"
"343","C-16","AS_ASSIGNED"
"344","C-16A","AS_ASSIGNED"
"345","C-17","AS_ASSIGNED"
"346","C-18","AS_ASSIGNED"
"347","C-2","AS_ASSIGNED"
"348","C-20","AS_ASSIGNED"
"349","C-3","AS_ASSIGNED"
"350","C-4","AS_ASSIGNED"
"351","C-6","AS_ASSIGNED"
"352","C-8","AS_ASSIGNED"
"353","C-9","AS_ASSIGNED"
"354","CG-2-12","AS_ASSIGNED"
"355","CG2-1","AS_ASSIGNED"
"356","CG2-10","AS_ASSIGNED"
"357","CG2-11","AS_ASSIGNED"
"358","CG2-13","AS_ASSIGNED"
"359","CG2-14","AS_ASSIGNED"
"360","CG2-15","AS_ASSIGNED"
"361","CG2-16","AS_ASSIGNED"
"362","CG2-2","AS_ASSIGNED"
"363","CG2-20","AS_ASSIGNED"
"364","CG2-3","AS_ASSIGNED"
"365","CG2-3R","AS_ASSIGNED"
"366","CG2-4","AS_ASSIGNED"
"367","CG2-4R","AS_ASSIGNED"
"368","CG2-5","AS_ASSIGNED"
"369","CG2-6","AS_ASSIGNED"
"370","CG2-7","AS_ASSIGNED"
"371","CG2-8","AS_ASSIGNED"
"372","CG2-9","AS_ASSIGNED"
"373","CG3-1","AS_ASSIGNED"
"374","CG3-2","AS_ASSIGNED"
"375","CG3-2R","AS_ASSIGNED"
"376","CG4-1","AS_ASSIGNED"
"377","CG4-3","AS_ASSIGNED"
"378","CG4-5","AS_ASSIGNED"
"379","CG4-7","AS_ASSIGNED"
"380","CG4-9","AS_ASSIGNED"
"381","CG6-1","AS_ASSIGNED"
"382","CG6-2","AS_ASSIGNED"
"383","CG6-3","AS_ASSIGNED"
"384","CG6-4","AS_ASSIGNED"
"385","CG6-5","AS_ASSIGNED"
"386","Cg2-20R","AS_ASSIGNED"
"387","D-1","AS_ASSIGNED"
"388","D-2","AS_ASSIGNED"
"389","D-3","AS_ASSIGNED"
"390","D-4","AS_ASSIGNED"
"391","D-5","AS_ASSIGNED"
"392","D-7","AS_ASSIGNED"
"393","D-8","AS_ASSIGNED"
"394","N-1","AS_ASSIGNED"
"395","N-10","AS_ASSIGNED"
"396","N-11","AS_ASSIGNED"
"397","N-12","AS_ASSIGNED"
"398","N-13","AS_ASSIGNED"
"399","N-14","AS_ASSIGNED"
"400","N-15","AS_ASSIGNED"
"401","N-16","AS_ASSIGNED"
"402","N-17","AS_ASSIGNED"
"403","N-18","AS_ASSIGNED"
"404","N-19","AS_ASSIGNED"
"405","N-2","AS_ASSIGNED"
"406","N-20","AS_ASSIGNED"
"407","N-3","AS_ASSIGNED"
"408","N-4","AS_ASSIGNED"
"409","N-5","AS_ASSIGNED"
"410","N-6","AS_ASSIGNED"
"411","N-7","AS_ASSIGNED"
"412","N-8","AS_ASSIGNED"
"413","N-9","AS_ASSIGNED"
"414","Q-1","AS_ASSIGNED"
"415","Q-10","AS_ASSIGNED"
"416","Q-11","AS_ASSIGNED"
"417","Q-12","AS_ASSIGNED"
"418","Q-13","AS_ASSIGNED"
"419","Q-14","AS_ASSIGNED"
"420","Q-15","AS_ASSIGNED"
"421","Q-16","AS_ASSIGNED"
"422","Q-17","AS_ASSIGNED"
"423","Q-18","AS_ASSIGNED"
"424","Q-2","AS_ASSIGNED"
"425","Q-3","AS_ASSIGNED"
"426","Q-4","AS_ASSIGNED"
"427","Q-5","AS_ASSIGNED"
"428","Q-6","AS_ASSIGNED"
"429","Q-7","AS_ASSIGNED"
"430","Q-8","AS_ASSIGNED"
"431","Q-9","AS_ASSIGNED"
"432","A-1","All Stands"
"433","A-10","All Stands"
"434","A-10A","All Stands"
"435","A-11","All Stands"
"436","A-11A","All Stands"
"437","A-11B","All Stands"
"438","A-12","All Stands"
"439","A-12A","All Stands"
"440","A-12B","All Stands"
"441","A-13","All Stands"
"442","A-13A","All Stands"
"443","A-14","All Stands"
"444","A-14R","All Stands"
"445","A-2","All Stands"
"446","A-3","All Stands"
"447","A-3A","All Stands"
"448","A-4","All Stands"
"449","A-4A","All Stands"
"450","A-5","All Stands"
"451","A-6","All Stands"
"452","A-6A","All Stands"
"453","A-7","All Stands"
"454","A-8","All Stands"
"455","A-8A","All Stands"
"456","A-9","All Stands"
"457","AS-CG1","All Stands"
"458","AS-CG2","All Stands"
"459","AS-H1","All Stands"
"460","AS-H12","All Stands"
"461","AS-H2","All Stands"
"462","AS-H3","All Stands"
"463","AS-H4","All Stands"
"464","AS-H5","All Stands"
"465","AS-H6","All Stands"
"466","AS-HA","All Stands"
"467","AS-HB","All Stands"
"468","AS-HC","All Stands"
"469","AS-HD","All Stands"
"470","AS-HE","All Stands"
"471","B-1","All Stands"
"472","B-10","All Stands"
"473","B-11","All Stands"
"474","B-12","All Stands"
"475","B-14","All Stands"
"476","B-15","All Stands"
"477","B-3","All Stands"
"478","B-4","All Stands"
"479","B-5","All Stands"
"480","B-5A","All Stands"
"481","B-6","All Stands"
"482","B-7","All Stands"
"483","B-7A","All Stands"
"484","B-7B","All Stands"
"485","B-8","All Stands"
"486","B-9","All Stands"
"487","B-9A","All Stands"
"488","C-10","All Stands"
"489","C-11","All Stands"
"490","C-12","All Stands"
"491","C-14","All Stands"
"492","C-15","All Stands"
"493","C-16","All Stands"
"494","C-16A","All Stands"
"495","C-17","All Stands"
"496","C-18","All Stands"
"497","C-2","All Stands"
"498","C-20","All Stands"
"499","C-3","All Stands"
"500","C-4","All Stands"
"501","C-6","All Stands"
"502","C-8","All Stands"
"503","C-9","All Stands"
"504","CG-2-12","All Stands"
"505","CG1-H1","All Stands"
"506","CG1-H2","All Stands"
"507","CG1-H3","All Stands"
"508","CG2-1","All Stands"
"509","CG2-10","All Stands"
"510","CG2-11","All Stands"
"511","CG2-13","All Stands"
"512","CG2-14","All Stands"
"513","CG2-15","All Stands"
"514","CG2-15R","All Stands"
"515","CG2-16","All Stands"
"516","CG2-2","All Stands"
"517","CG2-20","All Stands"
"518","CG2-3","All Stands"
"519","CG2-3R","All Stands"
"520","CG2-4","All Stands"
"521","CG2-4R","All Stands"
"522","CG2-5","All Stands"
"523","CG2-6","All Stands"
"524","CG2-9","All Stands"
"525","CG2-NL1","All Stands"
"526","CG2-NL2","All Stands"
"527","CG2-NL3","All Stands"
"528","CG2-R1","All Stands"
"529","CG2-R2","All Stands"
"530","CG2-R3","All Stands"
"531","CG2-R4","All Stands"
"532","CG3-1","All Stands"
"533","CG3-2","All Stands"
"534","CG3-2R","All Stands"
"535","CG4-1","All Stands"
"536","CG4-3","All Stands"
"537","CG4-5","All Stands"
"538","CG4-7","All Stands"
"539","CG4-9","All Stands"
"540","CG5-1","All Stands"
"541","CG5-11","All Stands"
"542","CG5-2","All Stands"
"543","CG5-3","All Stands"
"544","CG5-4","All Stands"
"545","CG5-5","All Stands"
"546","CG5-6","All Stands"
"547","CG5-7","All Stands"
"548","CG5-8","All Stands"
"549","CG5-9","All Stands"
"550","CG6-1","All Stands"
"551","CG6-2","All Stands"
"552","CG6-3","All Stands"
"553","CG6-4","All Stands"
"554","CG6-5","All Stands"
"555","CG6-6","All Stands"
"556","CG6-7","All Stands"
"557","CG6-8","All Stands"
"558","CG6-NL6","All Stands"
"559","CG7-10","All Stands"
"560","CG7-11","All Stands"
"561","CG7-12","All Stands"
"562","CG7-1E","All Stands"
"563","CG7-1W","All Stands"
"564","CG7-2E","All Stands"
"565","CG7-2W","All Stands"
"566","CG7-3E","All Stands"
"567","CG7-3W","All Stands"
"568","CG7-4E","All Stands"
"569","CG7-4W","All Stands"
"570","CG7-5","All Stands"
"571","CG7-6","All Stands"
"572","CG7-7","All Stands"
"573","CG7-8","All Stands"
"574","CG7-9","All Stands"
"575","CG7-9R","All Stands"
"576","Cg2-20R","All Stands"
"577","D-1","All Stands"
"578","D-10","All Stands"
"579","D-11","All Stands"
"580","D-11R","All Stands"
"581","D-2","All Stands"
"582","D-3","All Stands"
"583","D-4","All Stands"
"584","D-5","All Stands"
"585","D-7","All Stands"
"586","D-8","All Stands"
"587","D-9","All Stands"
"588","DL-CG1","All Stands"
"589","DL-CG2","All Stands"
"590","DL-H1","All Stands"
"591","DL-H2","All Stands"
"592","DL-RM1","All Stands"
"593","DL-RM2","All Stands"
"594","FX-0","All Stands"
"595","FX-1","All Stands"
"596","FX-2","All Stands"
"597","FX-3","All Stands"
"598","FX-4","All Stands"
"599","FX-E","All Stands"
"600","FX-F","All Stands"
"601","FX-G","All Stands"
"602","FX-H","All Stands"
"603","FX-I","All Stands"
"604","FX-J","All Stands"
"605","FX-K","All Stands"
"606","N-1","All Stands"
"607","N-10","All Stands"
"608","N-11","All Stands"
"609","N-11A","All Stands"
"610","N-12","All Stands"
"611","N-12A","All Stands"
"612","N-12B","All Stands"
"613","N-12C","All Stands"
"614","N-12D","All Stands"
"615","N-12E","All Stands"
"616","N-13","All Stands"
"617","N-14","All Stands"
"618","N-15","All Stands"
"619","N-15A","All Stands"
"620","N-16","All Stands"
"621","N-16A","All Stands"
"622","N-17","All Stands"
"623","N-18","All Stands"
"624","N-19","All Stands"
"625","N-2","All Stands"
"626","N-20","All Stands"
"627","N-3","All Stands"
"628","N-3A","All Stands"
"629","N-4","All Stands"
"630","N-5","All Stands"
"631","N-6","All Stands"
"632","N-7","All Stands"
"633","N-8","All Stands"
"634","N-9","All Stands"
"635","O","All Stands"
"636","Q-1","All Stands"
"637","Q-10","All Stands"
"638","Q-11","All Stands"
"639","Q-12","All Stands"
"640","Q-13","All Stands"
"641","Q-14","All Stands"
"642","Q-15","All Stands"
"643","Q-16","All Stands"
"644","Q-17","All Stands"
"645","Q-18","All Stands"
"646","Q-2","All Stands"
"647","Q-20","All Stands"
"648","Q-21","All Stands"
"649","Q-22","All Stands"
"650","Q-23","All Stands"
"651","Q-24","All Stands"
"652","Q-3","All Stands"
"653","Q-4","All Stands"
"654","Q-40","All Stands"
"655","Q-41","All Stands"
"656","Q-42","All Stands"
"657","Q-5","All Stands"
"658","Q-6","All Stands"
"659","Q-7","All Stands"
"660","Q-8","All Stands"
"661","Q-9","All Stands"
"662","S-1","All Stands"
"663","S-10","All Stands"
"664","S-10A","All Stands"
"665","S-10B","All Stands"
"666","S-11","All Stands"
"667","S-12","All Stands"
"668","S-15","All Stands"
"669","S-16","All Stands"
"670","S-16A","All Stands"
"671","S-16C","All Stands"
"672","S-1A","All Stands"
"673","S-1B","All Stands"
"674","S-2","All Stands"
"675","S-3","All Stands"
"676","S-3A","All Stands"
"677","S-4","All Stands"
"678","S-4A","All Stands"
"679","S-4B","All Stands"
"680","S-5","All Stands"
"681","S-6","All Stands"
"682","S-6A","All Stands"
"683","S-6Q","All Stands"
"684","S-6QX","All Stands"
"685","S-7","All Stands"
"686","S-7A","All Stands"
"687","S-8","All Stands"
"688","S-8A","All Stands"
"689","S-9","All Stands"
"690","S-9A","All Stands"
"691","S-9B","All Stands"
"692","UA-1","All Stands"
"693","UA-2","All Stands"
"694","UA-3","All Stands"
"695","UA-H4","All Stands"
"696","B-1","B CONCOURSE"
"697","B-10","B CONCOURSE"
"698","B-11","B CONCOURSE"
"699","B-12","B CONCOURSE"
"700","B-14","B CONCOURSE"
"701","B-15","B CONCOURSE"
"702","B-3","B CONCOURSE"
"703","B-4","B CONCOURSE"
"704","B-5","B CONCOURSE"
"705","B-5A","B CONCOURSE"
"706","B-6","B CONCOURSE"
"707","B-7","B CONCOURSE"
"708","B-7A","B CONCOURSE"
"709","B-7B","B CONCOURSE"
"710","B-8","B CONCOURSE"
"711","B-9","B CONCOURSE"
"712","C-10","C CONCOURSE"
"713","C-11","C CONCOURSE"
"714","C-12","C CONCOURSE"
"715","C-14","C CONCOURSE"
"716","C-15","C CONCOURSE"
"717","C-16","C CONCOURSE"
"718","C-16A","C CONCOURSE"
"719","C-17","C CONCOURSE"
"720","C-18","C CONCOURSE"
"721","C-2","C CONCOURSE"
"722","C-20","C CONCOURSE"
"723","C-3","C CONCOURSE"
"724","C-3R","C CONCOURSE"
"725","C-4","C CONCOURSE"
"726","C-6","C CONCOURSE"
"727","C-8","C CONCOURSE"
"728","C-9","C CONCOURSE"
"729","Q-1","C CONCOURSE"
"730","Q-10","C CONCOURSE"
"731","Q-11","C CONCOURSE"
"732","Q-12","C CONCOURSE"
"733","Q-13","C CONCOURSE"
"734","Q-14","C CONCOURSE"
"735","Q-15","C CONCOURSE"
"736","Q-16","C CONCOURSE"
"737","Q-18","C CONCOURSE"
"738","Q-2","C CONCOURSE"
"739","Q-3","C CONCOURSE"
"740","Q-4","C CONCOURSE"
"741","Q-5","C CONCOURSE"
"742","Q-6","C CONCOURSE"
"743","Q-7","C CONCOURSE"
"744","Q-8","C CONCOURSE"
"745","Q-9","C CONCOURSE"
"746","CG-2-12","CARGO"
"747","CG1-H1","CARGO"
"748","CG1-H2","CARGO"
"749","CG1-H3","CARGO"
"750","CG1-H3R","CARGO"
"751","CG2-1","CARGO"
"752","CG2-10","CARGO"
"753","CG2-11","CARGO"
"754","CG2-13","CARGO"
"755","CG2-14","CARGO"
"756","CG2-15","CARGO"
"757","CG2-15R","CARGO"
"758","CG2-16","CARGO"
"759","CG2-2","CARGO"
"760","CG2-20","CARGO"
"761","CG2-3","CARGO"
"762","CG2-3R","CARGO"
"763","CG2-4","CARGO"
"764","CG2-4R","CARGO"
"765","CG2-5","CARGO"
"766","CG2-6","CARGO"
"767","CG2-7","CARGO"
"768","CG2-8","CARGO"
"769","CG2-9","CARGO"
"770","CG2-R1","CARGO"
"771","CG2-R2","CARGO"
"772","CG2-R3","CARGO"
"773","CG2-R4","CARGO"
"774","CG2-X","CARGO"
"775","CG3-1","CARGO"
"776","CG3-2","CARGO"
"777","CG3-2R","CARGO"
"778","CG4-1","CARGO"
"779","CG4-3","CARGO"
"780","CG4-5","CARGO"
"781","CG4-7","CARGO"
"782","CG4-9","CARGO"
"783","CG5-1","CARGO"
"784","CG5-11","CARGO"
"785","CG5-2","CARGO"
"786","CG5-3","CARGO"
"787","CG5-4","CARGO"
"788","CG5-5","CARGO"
"789","CG5-6","CARGO"
"790","CG5-7","CARGO"
"791","CG5-8","CARGO"
"792","CG5-9","CARGO"
"793","CG6-1","CARGO"
"794","CG6-2","CARGO"
"795","CG6-3","CARGO"
"796","CG6-4","CARGO"
"797","CG6-5","CARGO"
"798","CG6-6","CARGO"
"799","CG6-7","CARGO"
"800","CG6-8","CARGO"
"801","CG6-NL6","CARGO"
"802","CG7-10","CARGO"
"803","CG7-11","CARGO"
"804","CG7-12","CARGO"
"805","CG7-1A","CARGO"
"806","CG7-1B","CARGO"
"807","CG7-1E","CARGO"
"808","CG7-1W","CARGO"
"809","CG7-2A","CARGO"
"810","CG7-2B","CARGO"
"811","CG7-2E","CARGO"
"812","CG7-2W","CARGO"
"813","CG7-3E","CARGO"
"814","CG7-3W","CARGO"
"815","CG7-4E","CARGO"
"816","CG7-4W","CARGO"
"817","CG7-5","CARGO"
"818","CG7-6","CARGO"
"819","CG7-7","CARGO"
"820","CG7-8","CARGO"
"821","CG7-9","CARGO"
"822","CG7-9R","CARGO"
"823","Cg2-20R","CARGO"
"824","AS-CG1","CARGO FILTERED"
"825","AS-CG2","CARGO FILTERED"
"826","CG-2-12","CARGO FILTERED"
"827","CG1-H3","CARGO FILTERED"
"828","CG2-1","CARGO FILTERED"
"829","CG2-10","CARGO FILTERED"
"830","CG2-11","CARGO FILTERED"
"831","CG2-13","CARGO FILTERED"
"832","CG2-14","CARGO FILTERED"
"833","CG2-15","CARGO FILTERED"
"834","CG2-2","CARGO FILTERED"
"835","CG2-3","CARGO FILTERED"
"836","CG2-4","CARGO FILTERED"
"837","CG2-5","CARGO FILTERED"
"838","CG2-6","CARGO FILTERED"
"839","CG2-9","CARGO FILTERED"
"840","CG3-1","CARGO FILTERED"
"841","CG4-3","CARGO FILTERED"
"842","CG4-7","CARGO FILTERED"
"843","CG6-2","CARGO FILTERED"
"844","CG6-4","CARGO FILTERED"
"845","FX-0","CARGO FILTERED"
"846","FX-1","CARGO FILTERED"
"847","FX-2","CARGO FILTERED"
"848","FX-3","CARGO FILTERED"
"849","FX-4","CARGO FILTERED"
"850","D-1","D CONCOURSE"
